Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Name,Reviewer_Star,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profile_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Teck Professional,5,Meilleure banque,2019-08-08 11:33:57.424985,2,https://www.google.com/maps/contrib/116964988482990180907/reviews?hl=fr,Nothing,1970-01-01,Service client,Positive,"['réactif', 'rapidité']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Mohamed Adghir,4,être,2021-08-07 11:33:57.424986,0,https://www.google.com/maps/contrib/108627726101357746070/reviews?hl=fr,Nothing,1970-01-01,ouverture de compte facile,Negative,"['problèmes', 'complexité']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Mohamed Adghir,4,être,2021-08-07 11:33:57.424986,0,https://www.google.com/maps/contrib/108627726101357746070/reviews?hl=fr,Nothing,1970-01-01,sécurité des informations,Positive,"['confiance', 'integrité']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Mohamed Adghir,4,être,2021-08-07 11:33:57.424986,0,https://www.google.com/maps/contrib/108627726101357746070/reviews?hl=fr,Nothing,1970-01-01,localisation et accessibilité,Neutral,"['proximité', 'horaires']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Ahmed Badi,4,Bonne expérience,2022-08-07 11:33:57.424988,0,https://www.google.com/maps/contrib/110619189882584298593/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Positive,"['simple', 'rapide']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Elamrani El Houssaine,5,Très bonne expérience,2017-08-08 11:33:57.424990,0,https://www.google.com/maps/contrib/103522688519608349168/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Positive,"['Rapide', 'Simple']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Abdelkarim Ajarray,5,Très bonne expérience,2016-08-08 11:33:57.424991,0,https://www.google.com/maps/contrib/115869366782603734197/reviews?hl=fr,Nothing,1970-01-01,Satisfaction client,Positive,['Très bonne expérience']
Morocco,Nador,Banque Populaire,Not available,"53Gc+Vxp, Rue El Araiche, Nador",not available,Afric Archi,3,Expérience neutre,2021-08-07 11:33:57.424993,0,https://www.google.com/maps/contrib/111049941011491922332/reviews?hl=fr,Nothing,1970-01-01,Satisfaction client,Neutral,['moyen']
Morocco,Nador,Banque Populaire,Not available,"Ctre Régional D'Investissement De Nador, Rue Ligue Arabe, Q, Nador",not available,Just A Stranger,1,Très mauvaise expérience,2024-08-06 10:55:57.424997,0,https://www.google.com/maps/contrib/109540631835932343416/reviews?hl=fr,Nothing,1970-01-01,Satisfaction client,Negative,['Expérience négative']
Morocco,Nador,Banque Populaire,Not available,"Ctre Régional D'Investissement De Nador, Rue Ligue Arabe, Q, Nador",not available,Afric Archi,3,Expérience neutre,2021-08-07 11:33:57.425001,0,https://www.google.com/maps/contrib/111049941011491922332/reviews?hl=fr,Nothing,1970-01-01,Sécurité des transactions en ligne,Neutre,['normale']
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Rachid El Maghfour,5,Banque populaire du nador,2017-08-08 11:33:57.425005,0,https://www.google.com/maps/contrib/117718847032721075265/reviews?hl=fr,Nothing,1970-01-01,Facilité d'ouverture de compte,Positive,"['rapide', 'simple']"
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Med Rrif,3,Bien,2019-08-08 11:33:57.425006,0,https://www.google.com/maps/contrib/107062281293535314306/reviews?hl=fr,Nothing,1970-01-01,Service client,Positive,"['réactif', 'rapidité']"
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Med Rrif,3,Bien,2019-08-08 11:33:57.425006,0,https://www.google.com/maps/contrib/107062281293535314306/reviews?hl=fr,Nothing,1970-01-01,Gestion des comptes,Positive,['simple']
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Rjkrk Kfkdk,1,Non,2022-08-07 11:33:57.425008,0,https://www.google.com/maps/contrib/115645984840256255585/reviews?hl=fr,Nothing,1970-01-01,Service client,Negative,"['Pas réactif', 'Pas efficace']"
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Mokhtar Taxi,5,Très bonne expérience,2024-01-09 11:33:57.425010,0,https://www.google.com/maps/contrib/109525672193676090370/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Positive,"['Rapide', 'Simple']"
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Aziz Mohamed,3,Expérience neutre,2020-08-07 11:33:57.425014,0,https://www.google.com/maps/contrib/105010862195729280288/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Neutre,[]
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Quque Quque,4,C'est une banque de quartier,2021-08-07 11:33:57.425017,0,https://www.google.com/maps/contrib/105967379577902634834/reviews?hl=fr,Nothing,1970-01-01,Localisation et accessibilité,Positive,"['près de chez moi', 'accessible']"
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Quque Quque,4,C'est une banque de quartier,2021-08-07 11:33:57.425017,0,https://www.google.com/maps/contrib/105967379577902634834/reviews?hl=fr,Nothing,1970-01-01,Sécurité,Neutral,"[""je ne sais pas si c'est sécurisé"", 'mais ça semble bien']"
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Ali Talla,1,Très mauvaise expérience,2016-08-08 11:33:57.425019,0,https://www.google.com/maps/contrib/102692933996515996983/reviews?hl=fr,Nothing,1970-01-01,expérience utilisateur,Negative,['mauvaise']
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Mohamed Lm,5,Très bonne expérience,2016-08-08 11:33:57.425021,0,https://www.google.com/maps/contrib/110838560602587241189/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Positive,"['rapide', 'simple']"
Morocco,Nador,Banque Populaire,Not available,"5397+6Jj, Rue 59, Nador",not available,Afric Archi,3,Expérience neutre,2020-08-07 11:33:57.425023,0,https://www.google.com/maps/contrib/111049941011491922332/reviews?hl=fr,Nothing,1970-01-01,Sécurité,Neutre,"['sûre', 'garantie']"
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Abdelaziz Bousnina,5,Bonne equipe.,2017-08-08 11:33:57.425024,1,https://www.google.com/maps/contrib/117576323430006211311/reviews?hl=fr,Nothing,1970-01-01,equipe,Positive,['bien']
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Soumia Channel,4,Bonne expérience,2021-08-07 11:33:57.425026,0,https://www.google.com/maps/contrib/114550286471201143933/reviews?hl=fr,Nothing,1970-01-01,Service client,Positive,"['réactif', 'résolution rapide de problèmes']"
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Yassin Be,1,Très mauvaise expérience,2019-08-08 11:33:57.425027,0,https://www.google.com/maps/contrib/110272181090339631267/reviews?hl=fr,Nothing,1970-01-01,Service client,Negative,['Mauvaise expérience']
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Abderrahim Aousti,1,Très mauvaise expérience,2019-08-08 11:33:57.425029,0,https://www.google.com/maps/contrib/110589237800674529937/reviews?hl=fr,Nothing,1970-01-01,Temps d'attente,Negative,"['long', 'inutile']"
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Mohamed Belaarbi,5,Très bonne expérience,2018-08-08 11:33:57.425031,0,https://www.google.com/maps/contrib/103626579778347108824/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Positive,"['rapide', 'simple']"
Morocco,Nador,Crédit Agricole Du Maroc,Not available,"537C+Cg3, Ave Massira, Nador 62010",not available,Lou,5,Très bonne expérience,2020-08-07 11:33:57.425033,0,https://www.google.com/maps/contrib/100693198321561372257/reviews?hl=fr,Nothing,1970-01-01,exérience utilisateur,Positive,"['rapide', 'simple']"
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Abderrahim Elbaghdadi,5,Des gens biens,2023-11-10 11:33:57.425034,0,https://www.google.com/maps/contrib/100910285988443129572/reviews?hl=fr,Nothing,1970-01-01,service client,Positive,"['réactif', 'rapidité']"
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Abderrahim Elbaghdadi,5,Des gens biens,2023-11-10 11:33:57.425034,0,https://www.google.com/maps/contrib/100910285988443129572/reviews?hl=fr,Nothing,1970-01-01,application mobile,Negative,"['lente', 'peu intuitive']"
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Fath Atouil,1,Très mauvaise expérience,2024-05-08 11:33:57.425038,0,https://www.google.com/maps/contrib/104117020462582950045/reviews?hl=fr,Nothing,1970-01-01,Temps d'attente,Negative,['Mauvaise expérience']
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Younes Lhmaimo,1,Très mauvaise expérience,2019-08-08 11:33:57.425040,0,https://www.google.com/maps/contrib/107247709727607930162/reviews?hl=fr,Nothing,1970-01-01,Service client,Negative,['Mauvaise expérience']
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Abdelkarim Ajarray,4,Bonne expérience,2016-08-08 11:33:57.425043,0,https://www.google.com/maps/contrib/115869366782603734197/reviews?hl=fr,Nothing,1970-01-01,Service clientèle,Positive,"['réactif', 'rapidement réglé']"
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Abdelkarim Ajarray,4,Bonne expérience,2016-08-08 11:33:57.425043,0,https://www.google.com/maps/contrib/115869366782603734197/reviews?hl=fr,Nothing,1970-01-01,Satisfaction client,Positive,['très satisfait']
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Simo Fes,1,Très mauvaise expérience,2016-08-08 11:33:57.425045,0,https://www.google.com/maps/contrib/117498340450599628207/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Negative,['Mauvaise']
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Chtatou Azzedine,5,C'est une agence très magnifique Et très réactif chapeau pour l équipe  bonne continuation,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/107948183094361435981/reviews?hl=fr,Nothing,1970-01-01,Localisation et accessibilité,Positive,"['magnifique', 'réactif']"
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Mohamed K,1,Si vous n'êtes pas résident au Maroc c'est très galère pour retirer de l'argent de son propre compte bancaire...,2018-08-08 11:33:57.425047,0,https://www.google.com/maps/contrib/109649967758956428695/reviews?hl=fr,Nothing,1970-01-01,Localisation et accessibilité,Negative,"['difficile', 'problème']"
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Belg Ma,5,Service haut de gamme,2022-08-07 11:33:57.425051,0,https://www.google.com/maps/contrib/103931736288765110269/reviews?hl=fr,Nothing,1970-01-01,Service clientèle,Negative,"['longue attente', 'impatience']"
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Belg Ma,5,Service haut de gamme,2022-08-07 11:33:57.425051,0,https://www.google.com/maps/contrib/103931736288765110269/reviews?hl=fr,Nothing,1970-01-01,Gestion des comptes,Positive,"['facile à utiliser', 'intuitive']"
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Ahmed Akachar,5,Banque Dima Resayx huit,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/103127831439382072663/reviews?hl=fr,Nothing,1970-01-01,Service clientèle,Positive,"['réactif', 'rapide']"
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Ahmed Akachar,5,Banque Dima Resayx huit,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/103127831439382072663/reviews?hl=fr,Nothing,1970-01-01,Gestion des comptes,Positive,['simple']
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Fettah Fettah,5,"Parce que oui
Merci",2017-08-08 11:33:57.425053,0,https://www.google.com/maps/contrib/105039201282000720003/reviews?hl=fr,Nothing,1970-01-01,Service client,Negative,"['Pas de réponse', 'Rien à faire']"
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Zakaria Talhaoui,4,Bonne expérience,2018-08-08 11:33:57.425058,0,https://www.google.com/maps/contrib/106386943327007090928/reviews?hl=fr,Nothing,1970-01-01,Sécurité des transactions en ligne,Positive,"['Facile', 'Rapide']"
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Zakaria Talhaoui,4,Bonne expérience,2018-08-08 11:33:57.425058,0,https://www.google.com/maps/contrib/106386943327007090928/reviews?hl=fr,Nothing,1970-01-01,Authentification à deux facteurs,Positive,"['Pratique', 'Fiable']"
Morocco,Nador,Société Générale Nador Principale,05224-24242,"131 Ave Des Far, Nador 62000",https://www.sgmaroc.com/,Salif Hamza,1,"Imcompetence
Aucun engagement
Je sais pas si y a quelqu’un qui controle ces gens la ou pas . …",1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/112626665022844955464/reviews?hl=fr,Nothing,1970-01-01,Incompetence,Negative,"['imprévisible', 'désorganisé']"
Morocco,Nador,Société Générale Nador Principale,05224-24242,"131 Ave Des Far, Nador 62000",https://www.sgmaroc.com/,Souad Baud,1,Aïe incompétence c’est le seul mot qui me vienne,2022-08-07 11:33:57.425061,0,https://www.google.com/maps/contrib/108450521603663159039/reviews?hl=fr,Nothing,1970-01-01,incompétence du personnel,Negative,['incompétent']
Morocco,Nador,Société Générale Nador Principale,05224-24242,"131 Ave Des Far, Nador 62000",https://www.sgmaroc.com/,Yassine Elbo,4,Bonne expérience,2018-08-08 11:33:57.425063,0,https://www.google.com/maps/contrib/110553692029950814585/reviews?hl=fr,Nothing,1970-01-01,Service client,Positive,"['Rapide', 'Satisfait']"
Morocco,Nador,Société Générale Nador Principale,05224-24242,"131 Ave Des Far, Nador 62000",https://www.sgmaroc.com/,Yassine Elbo,4,Bonne expérience,2018-08-08 11:33:57.425063,0,https://www.google.com/maps/contrib/110553692029950814585/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Positive,"['Facile', 'Simple']"
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Abdelaziz Bousnina,5,Une équipe très serviable et professionnelle.,2018-08-08 11:33:57.425065,2,https://www.google.com/maps/contrib/117576323430006211311/reviews?hl=fr,Nothing,1970-01-01,personnel,Positive,"['serviable', 'professionnelle']"
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Taoufik Azirar,5,Merci pour le changement de direction j'aime bien,2022-08-07 11:33:57.425067,1,https://www.google.com/maps/contrib/109017998053793056296/reviews?hl=fr,Nothing,1970-01-01,service client,Neutral,['bien']
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Taoufik Azirar,5,Merci pour le changement de direction j'aime bien,2022-08-07 11:33:57.425067,1,https://www.google.com/maps/contrib/109017998053793056296/reviews?hl=fr,Nothing,1970-01-01,expérience utilisateur,Positive,['simple']
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,تاج المعرفة,5,Bonne agence ... une équipe professionnels.....,2020-08-07 11:33:57.425069,0,https://www.google.com/maps/contrib/117072080598085493244/reviews?hl=fr,Nothing,1970-01-01,professionnalisme de l'équipe,Positive,"['bien formés', 'sympathiques']"
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,تاج المعرفة,5,Bonne agence ... une équipe professionnels.....,2020-08-07 11:33:57.425069,0,https://www.google.com/maps/contrib/117072080598085493244/reviews?hl=fr,Nothing,1970-01-01,ouverture de compte,Positive,"['rapide', 'simple']"
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Mohammed Elherrif,1,toujours je téléphone pas répondre .,2019-08-08 11:33:57.425071,0,https://www.google.com/maps/contrib/111065781523588715833/reviews?hl=fr,Nothing,1970-01-01,Service client,Negative,['pas répondre']
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Slymn Nacr,1,Très mauvaise expérience,2019-08-08 11:33:57.425073,0,https://www.google.com/maps/contrib/112441985671601057125/reviews?hl=fr,Nothing,1970-01-01,Temps d'attente,Negative,['long']
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Nador Nador,5,Très bonne expérience,2018-08-08 11:33:57.425075,0,https://www.google.com/maps/contrib/105013643919912486734/reviews?hl=fr,Nothing,1970-01-01,ouverture de compte,Positive,"['rapide', 'simple']"
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,Blue Nador,1,"C'est la pire agence, toujours pas de la ligne de connexion, les menteurs ....",2024-04-08 11:33:57.425077,0,https://www.google.com/maps/contrib/103179936997991557377/reviews?hl=fr,Nothing,1970-01-01,Gestion des comptes,Negative,"['pas de ligne de connexion', 'menteurs']"
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,Leon Gutenberger,5,Très bonne expérience,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/117906566314778105183/reviews?hl=fr,Nothing,1970-01-01,Satisfaction client,Positive,['Bonne expérience']
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,Maha Mekシ,5,Très bonne expérience,2017-08-08 11:33:57.425084,0,https://www.google.com/maps/contrib/116935338378679564323/reviews?hl=fr,Nothing,1970-01-01,Satisfaction client,Positive,['Très bonne expérience']
Morocco,Nador,Cam Bd Hassan Ii,Not available,"53Hg+653, Rue Marrakech, Nador",not available,Septio Hadi Saputra,5,Chaisya rien,2024-01-09 11:33:57.425086,0,https://www.google.com/maps/contrib/105095074375598847881/reviews?hl=fr,Nothing,1970-01-01,Sécurité,Negative,"['manque de protection', 'risque de phishing']"
Morocco,Nador,Cam Bd Hassan Ii,Not available,"53Hg+653, Rue Marrakech, Nador",not available,Septio Hadi Saputra,5,Chaisya rien,2024-01-09 11:33:57.425086,0,https://www.google.com/maps/contrib/105095074375598847881/reviews?hl=fr,Nothing,1970-01-01,Localisation et accessibilité,Neutral,"[""pas d'info sur la localisation"", 'difficultés pour trouver une succursale']"
Morocco,Nador,Bmce - Centre Ville,Not available,"53Hf+C35, Av. Mly Smail, Nador",not available,Rosi Ak,1,"Prestation : 0
Solutions : 0
Attention : 0",2024-07-23 11:33:57.425089,1,https://www.google.com/maps/contrib/110055179935465255193/reviews?hl=fr,Nothing,1970-01-01,Sécurité,Negative,['Alerte de sécurité non fonctionnelle']
Morocco,Nador,Bmce - Centre Ville,Not available,"53Hf+C35, Av. Mly Smail, Nador",not available,Mohamed Elmardi,4,"Très bien situé, personnel excellent. Il y a parfois des problèmes sur Internet",1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/115235254691680946859/reviews?hl=fr,Nothing,1970-01-01,Localisation et accessibilité,Positive,"['Bonne emplacement', 'Personnel excellent']"
Morocco,Nador,Bmce - Centre Ville,Not available,"53Hf+C35, Av. Mly Smail, Nador",not available,Mohamed Elmardi,4,"Très bien situé, personnel excellent. Il y a parfois des problèmes sur Internet",1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/115235254691680946859/reviews?hl=fr,Nothing,1970-01-01,Sécurité,Negative,['Problèmes sur Internet']
Morocco,Nador,Bmce - Centre Ville,Not available,"53Hf+C35, Av. Mly Smail, Nador",not available,Anisso Bouazzati,1,service 0,1970-01-01 00:00:00.000000,1,https://www.google.com/maps/contrib/108925286392862974080/reviews?hl=fr,Nothing,1970-01-01,Service client,Negative,"['pas réactif', 'trop long']"
